Genus,Species,state,sppcode,seedmass_mg,leaf_height_cm,sla,accSppName,meanSeedMass,sla_mi_jae,meanHt,dataset,species,species_id,number,leaf_area,perc_n,perc_c,CN,root_mass,shoot_mass,leaf_mass,single_root_mass,total_root_mass,total_shoot_mass,total_biomass,root_shoot,sla_mi_gh,notes,ourName
NA,NA,NA,NA,NA,NA,NA,Oligoneuron rigidum,NA,NA,NA,Zirbel_gh,Oligoneuron.rigidum.(Solidago.rigida),SOLRIG,4,6.91,1.6312,40.07,24.56473762,0.111,0.126,0.038,0.008,0.119,0.164,0.283,0.725609756,181.8421053,NA,Oligoneuron rigidum.(Solidago.rigida)
NA,NA,NA,NA,NA,NA,NA,Oligoneuron rigidum,NA,NA,NA,Zirbel_gh,Oligoneuron.rigidum.(Solidago.rigida),SOLRIG,5,2.692,NA,NA,NA,0.03,0.072,0.012,0.006,0.036,0.084,0.12,0.428571429,224.3333333,NA,Oligoneuron rigidum.(Solidago.rigida)
NA,NA,NA,NA,NA,NA,NA,Oligoneuron rigidum,NA,NA,NA,Zirbel_gh,Oligoneuron.rigidum.(Solidago.rigida),SOLRIG,5,2.692,NA,NA,NA,0.03,0.072,0.012,0.006,0.036,0.084,0.12,0.428571429,224.3333333,NA,Oligoneuron rigidum.(Solidago.rigida)
NA,NA,NA,NA,NA,NA,NA,Oligoneuron rigidum,NA,NA,NA,Zirbel_gh,Oligoneuron.rigidum.(Solidago.rigida),SOLRIG,5,2.692,NA,NA,NA,0.03,0.072,0.012,0.006,0.036,0.084,0.12,0.428571429,224.3333333,NA,Oligoneuron rigidum.(Solidago.rigida)
NA,NA,NA,NA,NA,NA,NA,Oligoneuron rigidum,NA,NA,NA,Zirbel_gh,Oligoneuron.rigidum.(Solidago.rigida),SOLRIG,5,2.692,NA,NA,NA,0.03,0.072,0.012,0.006,0.036,0.084,0.12,0.428571429,224.3333333,NA,Oligoneuron rigidum.(Solidago.rigida)
NA,NA,NA,NA,NA,NA,NA,Oligoneuron rigidum,NA,NA,NA,Zirbel_gh,Oligoneuron.rigidum.(Solidago.rigida),SOLRIG,5,2.692,NA,NA,NA,0.03,0.072,0.012,0.006,0.036,0.084,0.12,0.428571429,224.3333333,NA,Oligoneuron rigidum.(Solidago.rigida)
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,1,7.094,NA,NA,NA,0.139,0.229,0.025,0.014,0.153,0.254,0.407,0.602362205,283.76,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,1,7.094,NA,NA,NA,0.139,0.229,0.025,0.014,0.153,0.254,0.407,0.602362205,283.76,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,1,7.094,NA,NA,NA,0.139,0.229,0.025,0.014,0.153,0.254,0.407,0.602362205,283.76,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,1,7.094,NA,NA,NA,0.139,0.229,0.025,0.014,0.153,0.254,0.407,0.602362205,283.76,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,2,9.774,1.4918,42.498,28.48773294,0.483,0.44,0.04,0.035,0.518,0.48,0.998,1.079166667,244.35,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,2,9.774,1.4918,42.498,28.48773294,0.483,0.44,0.04,0.035,0.518,0.48,0.998,1.079166667,244.35,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,2,9.774,1.4918,42.498,28.48773294,0.483,0.44,0.04,0.035,0.518,0.48,0.998,1.079166667,244.35,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,2,9.774,1.4918,42.498,28.48773294,0.483,0.44,0.04,0.035,0.518,0.48,0.998,1.079166667,244.35,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,3,9.443,1.6913,43.151,25.51351032,0.25,0.311,0.04,0.022,0.272,0.351,0.623,0.774928775,236.075,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,3,9.443,1.6913,43.151,25.51351032,0.25,0.311,0.04,0.022,0.272,0.351,0.623,0.774928775,236.075,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,3,9.443,1.6913,43.151,25.51351032,0.25,0.311,0.04,0.022,0.272,0.351,0.623,0.774928775,236.075,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,3,9.443,1.6913,43.151,25.51351032,0.25,0.311,0.04,0.022,0.272,0.351,0.623,0.774928775,236.075,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,4,9.82,2.2524,42.862,19.02947967,0.243,0.339,0.034,0.01,0.253,0.373,0.626,0.678284182,288.8235294,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,4,9.82,2.2524,42.862,19.02947967,0.243,0.339,0.034,0.01,0.253,0.373,0.626,0.678284182,288.8235294,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,4,9.82,2.2524,42.862,19.02947967,0.243,0.339,0.034,0.01,0.253,0.373,0.626,0.678284182,288.8235294,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Solidago speciosa,NA,NA,NA,Zirbel_gh,Solidago.speciosa,SOLSPE,4,9.82,2.2524,42.862,19.02947967,0.243,0.339,0.034,0.01,0.253,0.373,0.626,0.678284182,288.8235294,NA,Solidago speciosa
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,1,15.188,NA,NA,NA,0.596,0.472,0.061,0.024,0.62,0.533,1.153,1.163227017,248.9836066,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,1,15.188,NA,NA,NA,0.596,0.472,0.061,0.024,0.62,0.533,1.153,1.163227017,248.9836066,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,1,15.188,NA,NA,NA,0.596,0.472,0.061,0.024,0.62,0.533,1.153,1.163227017,248.9836066,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,1,15.188,NA,NA,NA,0.596,0.472,0.061,0.024,0.62,0.533,1.153,1.163227017,248.9836066,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,2,7.372,1.1239,45.158,40.17973129,0.253,0.275,0.03,0.038,0.291,0.305,0.596,0.954098361,245.7333333,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,2,7.372,1.1239,45.158,40.17973129,0.253,0.275,0.03,0.038,0.291,0.305,0.596,0.954098361,245.7333333,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,2,7.372,1.1239,45.158,40.17973129,0.253,0.275,0.03,0.038,0.291,0.305,0.596,0.954098361,245.7333333,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,2,7.372,1.1239,45.158,40.17973129,0.253,0.275,0.03,0.038,0.291,0.305,0.596,0.954098361,245.7333333,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,3,8.904,1.1048,44.204,40.01086169,0.316,0.338,0.034,0.023,0.339,0.372,0.711,0.911290323,261.8823529,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,3,8.904,1.1048,44.204,40.01086169,0.316,0.338,0.034,0.023,0.339,0.372,0.711,0.911290323,261.8823529,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,3,8.904,1.1048,44.204,40.01086169,0.316,0.338,0.034,0.023,0.339,0.372,0.711,0.911290323,261.8823529,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,3,8.904,1.1048,44.204,40.01086169,0.316,0.338,0.034,0.023,0.339,0.372,0.711,0.911290323,261.8823529,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,4,26.222,0.80297,43.181,53.77660436,0.228,0.522,0.156,0.015,0.243,0.678,0.921,0.35840708,168.0897436,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,4,26.222,0.80297,43.181,53.77660436,0.228,0.522,0.156,0.015,0.243,0.678,0.921,0.35840708,168.0897436,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,4,26.222,0.80297,43.181,53.77660436,0.228,0.522,0.156,0.015,0.243,0.678,0.921,0.35840708,168.0897436,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Sorghastrum nutans,NA,NA,NA,Zirbel_gh,Sorghastrum.nutans,SORNUT,4,26.222,0.80297,43.181,53.77660436,0.228,0.522,0.156,0.015,0.243,0.678,0.921,0.35840708,168.0897436,NA,Sorghastrum nutans
NA,NA,NA,NA,NA,NA,NA,Spartina pectinata,NA,NA,NA,Zirbel_gh,Spartina.pectinata,SPAPEC,4,8.366,1.6374,45.669,27.89116893,0.164,0.547,0.033,0.016,0.18,0.58,0.76,0.310344828,253.5151515,NA,Spartina pectinata
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,1,2.988,NA,NA,NA,0.146,0.279,0.012,0.009,0.155,0.291,0.446,0.532646048,249,SRL bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,1,2.988,NA,NA,NA,0.146,0.279,0.012,0.009,0.155,0.291,0.446,0.532646048,249,SRL bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,1,2.988,NA,NA,NA,0.146,0.279,0.012,0.009,0.155,0.291,0.446,0.532646048,249,SRL bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,1,2.988,NA,NA,NA,0.146,0.279,0.012,0.009,0.155,0.291,0.446,0.532646048,249,SRL bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,1,2.988,NA,NA,NA,0.146,0.279,0.012,0.009,0.155,0.291,0.446,0.532646048,249,SRL bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,2,5.576,0.91927,44.02,47.88582245,0.471,0.611,0.026,0.013,0.484,0.637,1.121,0.759811617,214.4615385,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,2,5.576,0.91927,44.02,47.88582245,0.471,0.611,0.026,0.013,0.484,0.637,1.121,0.759811617,214.4615385,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,2,5.576,0.91927,44.02,47.88582245,0.471,0.611,0.026,0.013,0.484,0.637,1.121,0.759811617,214.4615385,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,2,5.576,0.91927,44.02,47.88582245,0.471,0.611,0.026,0.013,0.484,0.637,1.121,0.759811617,214.4615385,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,2,5.576,0.91927,44.02,47.88582245,0.471,0.611,0.026,0.013,0.484,0.637,1.121,0.759811617,214.4615385,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,3,3.471,NA,NA,NA,0.176,0.612,0.018,0.023,0.199,0.63,0.829,0.315873016,192.8333333,SLA bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,3,3.471,NA,NA,NA,0.176,0.612,0.018,0.023,0.199,0.63,0.829,0.315873016,192.8333333,SLA bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,3,3.471,NA,NA,NA,0.176,0.612,0.018,0.023,0.199,0.63,0.829,0.315873016,192.8333333,SLA bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,3,3.471,NA,NA,NA,0.176,0.612,0.018,0.023,0.199,0.63,0.829,0.315873016,192.8333333,SLA bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,3,3.471,NA,NA,NA,0.176,0.612,0.018,0.023,0.199,0.63,0.829,0.315873016,192.8333333,SLA bag labeled with species but not number,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,4,6.539,1.33,44.852,33.72330827,0.391,0.643,0.026,0.015,0.406,0.669,1.075,0.606875934,251.5,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,4,6.539,1.33,44.852,33.72330827,0.391,0.643,0.026,0.015,0.406,0.669,1.075,0.606875934,251.5,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,4,6.539,1.33,44.852,33.72330827,0.391,0.643,0.026,0.015,0.406,0.669,1.075,0.606875934,251.5,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,4,6.539,1.33,44.852,33.72330827,0.391,0.643,0.026,0.015,0.406,0.669,1.075,0.606875934,251.5,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,4,6.539,1.33,44.852,33.72330827,0.391,0.643,0.026,0.015,0.406,0.669,1.075,0.606875934,251.5,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,5,4.562,1.212,45.129,37.23514851,0.498,0.858,0.02,0.007,0.505,0.878,1.383,0.575170843,228.1,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,5,4.562,1.212,45.129,37.23514851,0.498,0.858,0.02,0.007,0.505,0.878,1.383,0.575170843,228.1,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,5,4.562,1.212,45.129,37.23514851,0.498,0.858,0.02,0.007,0.505,0.878,1.383,0.575170843,228.1,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,5,4.562,1.212,45.129,37.23514851,0.498,0.858,0.02,0.007,0.505,0.878,1.383,0.575170843,228.1,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Sporobolus cryptandrus,NA,NA,NA,Zirbel_gh,Sporobolus.cryptandrus,SPOCRY,5,4.562,1.212,45.129,37.23514851,0.498,0.858,0.02,0.007,0.505,0.878,1.383,0.575170843,228.1,NA,Sporobolus cryptandrus
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,1,1.722,1.3636,41.573,30.48767967,0.259,0.188,0.012,0.026,0.285,0.2,0.485,1.425,143.5,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,1,1.722,1.3636,41.573,30.48767967,0.259,0.188,0.012,0.026,0.285,0.2,0.485,1.425,143.5,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,1,1.722,1.3636,41.573,30.48767967,0.259,0.188,0.012,0.026,0.285,0.2,0.485,1.425,143.5,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,1,1.722,1.3636,41.573,30.48767967,0.259,0.188,0.012,0.026,0.285,0.2,0.485,1.425,143.5,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,1,1.722,1.3636,41.573,30.48767967,0.259,0.188,0.012,0.026,0.285,0.2,0.485,1.425,143.5,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,2,1.117,0.94189,42.798,45.43842699,0.428,0.492,0.007,0.022,0.45,0.499,0.949,0.901803607,159.5714286,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,2,1.117,0.94189,42.798,45.43842699,0.428,0.492,0.007,0.022,0.45,0.499,0.949,0.901803607,159.5714286,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,2,1.117,0.94189,42.798,45.43842699,0.428,0.492,0.007,0.022,0.45,0.499,0.949,0.901803607,159.5714286,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,2,1.117,0.94189,42.798,45.43842699,0.428,0.492,0.007,0.022,0.45,0.499,0.949,0.901803607,159.5714286,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,2,1.117,0.94189,42.798,45.43842699,0.428,0.492,0.007,0.022,0.45,0.499,0.949,0.901803607,159.5714286,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,3,2.173,NA,NA,NA,0.299,0.195,0.014,0.012,0.311,0.209,0.52,1.488038278,155.2142857,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,3,2.173,NA,NA,NA,0.299,0.195,0.014,0.012,0.311,0.209,0.52,1.488038278,155.2142857,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,3,2.173,NA,NA,NA,0.299,0.195,0.014,0.012,0.311,0.209,0.52,1.488038278,155.2142857,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,3,2.173,NA,NA,NA,0.299,0.195,0.014,0.012,0.311,0.209,0.52,1.488038278,155.2142857,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,3,2.173,NA,NA,NA,0.299,0.195,0.014,0.012,0.311,0.209,0.52,1.488038278,155.2142857,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,4,2.903,1.0425,41.082,39.40719424,0.531,0.428,0.016,0.019,0.55,0.444,0.994,1.238738739,181.4375,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,4,2.903,1.0425,41.082,39.40719424,0.531,0.428,0.016,0.019,0.55,0.444,0.994,1.238738739,181.4375,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,4,2.903,1.0425,41.082,39.40719424,0.531,0.428,0.016,0.019,0.55,0.444,0.994,1.238738739,181.4375,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,4,2.903,1.0425,41.082,39.40719424,0.531,0.428,0.016,0.019,0.55,0.444,0.994,1.238738739,181.4375,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,4,2.903,1.0425,41.082,39.40719424,0.531,0.428,0.016,0.019,0.55,0.444,0.994,1.238738739,181.4375,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,5,3.766,NA,NA,NA,0.531,0.196,0.019,0.017,0.548,0.215,0.763,2.548837209,198.2105263,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,5,3.766,NA,NA,NA,0.531,0.196,0.019,0.017,0.548,0.215,0.763,2.548837209,198.2105263,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,5,3.766,NA,NA,NA,0.531,0.196,0.019,0.017,0.548,0.215,0.763,2.548837209,198.2105263,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,5,3.766,NA,NA,NA,0.531,0.196,0.019,0.017,0.548,0.215,0.763,2.548837209,198.2105263,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum ericoides,NA,NA,NA,Zirbel_gh,Symphyotrichum.ericoides,SYMERI,5,3.766,NA,NA,NA,0.531,0.196,0.019,0.017,0.548,0.215,0.763,2.548837209,198.2105263,NA,Symphyotrichum ericoides
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum novae-angliae,NA,NA,NA,Zirbel_gh,Symphyotrichum.novae-angliae,SYMNOV,1,6.458,1.3879,44.937,32.37769292,0.773,0.353,0.02,0.021,0.794,0.373,1.167,2.128686327,322.9,NA,Symphyotrichum novae-angliae
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum novae-angliae,NA,NA,NA,Zirbel_gh,Symphyotrichum.novae-angliae,SYMNOV,1,6.458,1.3879,44.937,32.37769292,0.773,0.353,0.02,0.021,0.794,0.373,1.167,2.128686327,322.9,NA,Symphyotrichum novae-angliae
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum novae-angliae,NA,NA,NA,Zirbel_gh,Symphyotrichum.novae-angliae,SYMNOV,1,6.458,1.3879,44.937,32.37769292,0.773,0.353,0.02,0.021,0.794,0.373,1.167,2.128686327,322.9,NA,Symphyotrichum novae-angliae
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum novae-angliae,NA,NA,NA,Zirbel_gh,Symphyotrichum.novae-angliae,SYMNOV,1,6.458,1.3879,44.937,32.37769292,0.773,0.353,0.02,0.021,0.794,0.373,1.167,2.128686327,322.9,NA,Symphyotrichum novae-angliae
NA,NA,NA,NA,NA,NA,NA,Symphyotrichum novae-angliae,NA,NA,NA,Zirbel_gh,Symphyotrichum.novae-angliae,SYMNOV,1,6.458,1.3879,44.937,32.37769292,0.773,0.353,0.02,0.021,0.794,0.373,1.167,2.128686327,322.9,NA,Symphyotrichum novae-angliae
